Country Name,Country Code,Series Name,Series Code,2000 [YR2000],2005 [YR2005],2010 [YR2010],2015 [YR2015],2020 [YR2020]
Benin,BEN,"Population, total",SP.POP.TOTL,7221619,8426144,9797484,11360681,13070169
Benin,BEN,Urban population,SP.URB.TOTL,2768263,3416212,4222030,5191263,6327922
Benin,BEN,Urban population growth (annual %),SP.URB.GROW,3.90968742073553,4.47153002082188,4.18184572196597,4.1183339894595,3.81346778255785
Benin,BEN,Urban population (% of total population),SP.URB.TOTL.IN.ZS,38.333,40.543,43.093,45.695,48.415
Benin,BEN,Rural population (% of total population),SP.RUR.TOTL.ZS,61.667,59.457,56.907,54.305,51.585
Benin,BEN,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.5951227834091,50.4025625959588,50.2129730449164,50.0348174550452,49.9124609635882
Benin,BEN,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.4048772165909,49.5974374040412,49.7870269550836,49.9651825449548,50.0875390364118
Benin,BEN,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,71.86569,..,69.89931,..,67.93293
Benin,BEN,"Population, male",SP.POP.TOTL.MA.IN,3567832,4179151,4877876,5676385,6546526
Benin,BEN,"Population, female",SP.POP.TOTL.FE.IN,3653787,4246993,4919608,5684296,6523643
Benin,BEN,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,4.3410556635676,4.29366413526147,0.880885670477909,0.85150426118021,2.87803228859791
Benin,BEN,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,4.16540442290283,5.36452085832342,2.20783532536524,0.218785923536245,3.02272119663759
Benin,BEN,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,..
Benin,BEN,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..
Benin,BEN,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..
Benin,BEN,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,..,..
Benin,BEN,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..,..,..
Benin,BEN,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..,..,..
Benin,BEN,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,1.04,..,..
Benin,BEN,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..
Benin,BEN,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,..,..
Benin,BEN,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,0.465,0.717,1.148,1.996,1.463
Benin,BEN,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..,..,..
Benin,BEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.864,0.86,1.04,1.82,1.502
Benin,BEN,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,1.14,..,..
Benin,BEN,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,1.199,0.991,0.936,1.648,1.539
Benin,BEN,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,0.93,..,..
Botswana,BWA,GDP (current US$),NY.GDP.MKTP.CD,5788329609.15755,9918907108.09702,12637273429.1339,13530748844.505,14960251610.8975
Botswana,BWA,GDP per capita (current US$),NY.GDP.PCAP.CD,3450.81180622992,5391.07076619634,6215.73216077919,6141.20394726616,6323.29749806946
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.98769583378552,4.55664565323181,10.1197233309093,-4.85132504617629,-8.72888241149465
Botswana,BWA,Rural population,SP.RUR.TOTL,784696,810576,764206,723665,689019
Botswana,BWA,Rural population growth (annual %),SP.RUR.TOTL.ZG,0.337770451069834,0.765217765416484,-1.73967287173813,-0.940339091639873,-0.952606195625099
Botswana,BWA,"Population, total",SP.POP.TOTL,1677382,1839877,2033111,2203273,2365894
Botswana,BWA,Urban population,SP.URB.TOTL,892686,1029301,1268905,1479608,1676875
Botswana,BWA,Urban population growth (annual %),SP.URB.GROW,3.73641358606756,2.61347026739707,4.50115284082674,2.60638138400628,2.4391070283944
Botswana,BWA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.219,55.944,62.412,67.155,70.877
Botswana,BWA,Rural population (% of total population),SP.RUR.TOTL.ZS,46.781,44.056,37.588,32.845,29.123
Botswana,BWA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.9706793085892,50.7874711189933,50.5988362656226,50.3220207745383,50.0900082970785
Botswana,BWA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.0293206914108,49.2125288810067,49.4011637343774,49.6779792254617,49.9099917029215
Botswana,BWA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,58.69239,..,48.07927,..,39.6
Botswana,BWA,"Population, male",SP.POP.TOTL.MA.IN,822409,905450,1004380,1094542,1180817
Botswana,BWA,"Population, female",SP.POP.TOTL.FE.IN,854973,934427,1028731,1108731,1185077
Botswana,BWA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,14.1709669143697,15.4717065693105,7.68549223641305,3.73030582585568,4.37886680593209
Botswana,BWA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,8.60148514851491,8.6102252854644,6.94887658743103,3.06203169580558,1.8903591682421
Botswana,BWA,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,7.87,..,19.176
Botswana,BWA,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,21.03,..,22.216
Botswana,BWA,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,6.9,..,16.553
Botswana,BWA,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,6.05,..,13.943
Botswana,BWA,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,24.72,..,22.474
Botswana,BWA,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,17.32,..,21.948
Botswana,BWA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,15.88,..,17.86,..,21.017
Botswana,BWA,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,24.95,..,28.098
Botswana,BWA,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,29.55,..,31.289
Botswana,BWA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,17.282,22.351,21.613,21.625,22.674
Botswana,BWA,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,20.55,..,25.108
Botswana,BWA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.88,19.847,17.86,18.93,21.017
Botswana,BWA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,17.25,..,21.43,..,22.557
Botswana,BWA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,14.788,17.767,14.715,16.641,19.602
Botswana,BWA,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,14.76,..,14.59,..,19.501
Burkina Faso,BFA,GDP (current US$),NY.GDP.MKTP.CD,2968370087.59759,6146353173.34929,10109619740.6994,11832159315.6298,17725010532.5268
Burkina Faso,BFA,GDP per capita (current US$),NY.GDP.PCAP.CD,248.908526921752,441.164148016012,624.957252224766,630.124750752312,825.237038782475
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.88847388906525,8.66187322841225,8.44628157707625,3.9212287937935,2.01077262406221
Burkina Faso,BFA,Rural population,SP.RUR.TOTL,9797552,10931562,12191741,13608045,14904707
Burkina Faso,BFA,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.16227451138679,2.15761745981085,2.19339793166076,2.14291821403691,1.53573403976172
Burkina Faso,BFA,"Population, total",SP.POP.TOTL,11925546,13932123,16176498,18777487,21478690
Burkina Faso,BFA,Urban population,SP.URB.TOTL,2127994,3000561,3984757,5169442,6573983
Burkina Faso,BFA,Urban population growth (annual %),SP.URB.GROW,6.85779456692907,6.83566215249222,5.20047180090895,5.15064929255298,4.50506310726325
Burkina Faso,BFA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,17.844,21.537,24.633,27.53,30.607
Burkina Faso,BFA,Rural population (% of total population),SP.RUR.TOTL.ZS,82.156,78.463,75.367,72.47,69.393
Burkina Faso,BFA,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.7774529382095,50.4523000225953,50.3769728157479,50.3002505074295,50.2154577497723
Burkina Faso,BFA,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.2225470617905,49.5476999774047,49.6230271842521,49.6997494925705,49.7845422502277
Burkina Faso,BFA,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,82.21152,..,54.38089,..,26.55025
Burkina Faso,BFA,"Population, male",SP.POP.TOTL.MA.IN,5870057,6903047,8027268,9332364,10693067
Burkina Faso,BFA,"Population, female",SP.POP.TOTL.FE.IN,6055489,7029076,8149230,9445123,10785623
Burkina Faso,BFA,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-0.819773185220825,3.73938539728054,3.77961872815705,-2.22395417919314,6.46559578788029
Burkina Faso,BFA,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-0.304212168486803,6.41504018369684,-0.764230734676758,0.724838981070517,1.88443993781991
Burkina Faso,BFA,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,..
Burkina Faso,BFA,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..
Burkina Faso,BFA,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..
Burkina Faso,BFA,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,..,..
Burkina Faso,BFA,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..,..,..
Burkina Faso,BFA,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..,..,..
Burkina Faso,BFA,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,4,..,..,..
Burkina Faso,BFA,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..
Burkina Faso,BFA,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,..,..
Burkina Faso,BFA,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2.918,4.671,4.161,4.577,5.05
Burkina Faso,BFA,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..,..,..
Burkina Faso,BFA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.679,4,3.723,4.461,5.04
Burkina Faso,BFA,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,..
Burkina Faso,BFA,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,2.473,3.488,3.383,4.366,5.031
Burkina Faso,BFA,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,..,..
Burundi,BDI,GDP (current US$),NY.GDP.MKTP.CD,870486065.883137,1117113079.73645,2032135192.01248,3104003546.26497,2649680261.44299
Burundi,BDI,GDP per capita (current US$),NY.GDP.PCAP.CD,134.537861752389,147.234619294225,216.727705301976,280.966831311923,210.008139902508
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.856864058424151,0.900000000901912,5.12415999439806,-3.9000000804855,0.327156892638385
Burundi,BDI,Rural population,SP.RUR.TOTL,5936662,6875990,8378603,9713253,10887493
Burundi,BDI,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.84901213287405,3.45419654471912,4.38377892573893,1.9256199685463,2.51310832688733
Burundi,BDI,"Population, total",SP.POP.TOTL,6470194,7587299,9376444,11047580,12617036
Burundi,BDI,Urban population,SP.URB.TOTL,533532,711309,997841,1334327,1729543
Burundi,BDI,Urban population growth (annual %),SP.URB.GROW,4.65721404345277,6.26376396907589,7.21226536430295,4.8007192010645,5.43519227322624
Burundi,BDI,Urban population (% of total population),SP.URB.TOTL.IN.ZS,8.246,9.375,10.642,12.078,13.708
Burundi,BDI,Rural population (% of total population),SP.RUR.TOTL.ZS,91.754,90.625,89.358,87.922,86.292
Burundi,BDI,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.7463996823588,50.6539283610676,50.5032770948904,50.4022374494901,50.3453188213143
Burundi,BDI,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.2536003176412,49.3460716389324,49.4967229051096,49.5977625505099,49.6546811786857
Burundi,BDI,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,79.7,..,60.9555,..,36.8
Burundi,BDI,"Population, male",SP.POP.TOTL.MA.IN,3186803,3744034,4641033,5479352,6264949
Burundi,BDI,"Population, female",SP.POP.TOTL.FE.IN,3283391,3843265,4735411,5568228,6352087
Burundi,BDI,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,38.9448932030909,18.8415894769233,8.56155516425477,21.3187470230149,5.9665023314011
Burundi,BDI,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,24.4320242102151,13.2520699188224,6.49326591473993,5.54468891259779,7.32110643415521
Burundi,BDI,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,14.944
Burundi,BDI,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,0.659
Burundi,BDI,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,9.208
Burundi,BDI,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,..,6.204
Burundi,BDI,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..,..,0.709
Burundi,BDI,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..,..,0.606
Burundi,BDI,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,..,..,1.03
Burundi,BDI,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,7.009
Burundi,BDI,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,..,8.182
Burundi,BDI,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,2.331,2.339,1.146,1.096,0.976
Burundi,BDI,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..,..,6.028
Burundi,BDI,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.129,3.153,1.616,1.442,1.03
Burundi,BDI,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,..,0.981
Burundi,BDI,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,3.991,4.009,2.116,1.813,1.086
Burundi,BDI,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,..,1.091
Cabo Verde,CPV,GDP (current US$),NY.GDP.MKTP.CD,539227277.626411,972241676.907662,1824751467.92957,1749857620.35329,1821565613.68613
Cabo Verde,CPV,GDP per capita (current US$),NY.GDP.PCAP.CD,1189.51479345891,2004.14680417563,3579.46006137809,3415.06266730931,3539.22661248299
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,14.2848688450919,6.91245795720201,1.83641914989978,0.936026507808833,-20.8052758990735
Cabo Verde,CPV,Rural population,SP.RUR.TOTL,211087,205257,194630,182925,171635
Cabo Verde,CPV,Rural population growth (annual %),SP.RUR.TOTL.ZG,-0.466489960022451,-0.781322218744437,-1.36960481887741,-1.34987497774725,-1.24948068804077
Cabo Verde,CPV,"Population, total",SP.POP.TOTL,453317,485115,509784,512394,514679
Cabo Verde,CPV,Urban population,SP.URB.TOTL,242230,279858,315154,329469,343044
Cabo Verde,CPV,Urban population growth (annual %),SP.URB.GROW,3.26666692238088,2.66327084546633,2.02801586857404,0.77820693048639,0.799881341809422
Cabo Verde,CPV,Urban population (% of total population),SP.URB.TOTL.IN.ZS,53.435,57.689,61.821,64.3,66.652
Cabo Verde,CPV,Rural population (% of total population),SP.RUR.TOTL.ZS,46.565,42.311,38.179,35.7,33.348
Cabo Verde,CPV,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,51.0151813958413,50.2767385053029,49.5935533480847,49.3876770369619,49.1357736846196
Cabo Verde,CPV,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,48.9848186041587,49.7232614946971,50.4064466519153,50.6123229630381,50.8642263153804
Cabo Verde,CPV,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,70.86701,..,58.95417,..,46.67545
Cabo Verde,CPV,"Population, male",SP.POP.TOTL.MA.IN,222057,241215,256964,259335,261787
Cabo Verde,CPV,"Population, female",SP.POP.TOTL.FE.IN,231260,243900,252820,253059,252892
Cabo Verde,CPV,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,-7.90110347163402,-1.79488316970148,0.654415406092099,1.62040755881043,0.366160426431094
Cabo Verde,CPV,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,-2.47745668519835,0.41889161285517,2.07866470906424,0.131187999024545,0.605795808395385
Cabo Verde,CPV,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,21.251,..
Cabo Verde,CPV,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,32.969,..
Cabo Verde,CPV,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,20.123,..
Cabo Verde,CPV,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,18.716,..
Cabo Verde,CPV,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..,33.18,..
Cabo Verde,CPV,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..,32.795,..
Cabo Verde,CPV,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,..,10.67,31.313,..
Cabo Verde,CPV,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,38.182,..
Cabo Verde,CPV,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,41.844,..
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,13.316,13.665,10.862,12.326,13.715
Cabo Verde,CPV,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..,34.341,..
Cabo Verde,CPV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.088,13.45,10.67,11.907,14.69
Cabo Verde,CPV,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,..,..,31.635,..
Cabo Verde,CPV,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,12.938,13.297,10.523,11.583,15.435
Cabo Verde,CPV,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,..,..,31.002,..
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,10566579294.9831,19509852206.9341,27507501821.0296,32210233020.4569,40773241177.0505
Cameroon,CMR,GDP per capita (current US$),NY.GDP.PCAP.CD,708.565731625965,1142.62466252106,1398.58702025047,1415.00009710569,1555.60370660749
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.83241779430614,2.22827020924117,2.89902472122014,5.66695298703932,0.259932915907115
Cameroon,CMR,Rural population,SP.RUR.TOTL,8121121,8786415,9527408,10339598,11123761
Cameroon,CMR,Rural population growth (annual %),SP.RUR.TOTL.ZG,1.5406604323126,1.59457681166565,1.61645263418808,1.82270284025396,1.33921506836715
Cameroon,CMR,"Population, total",SP.POP.TOTL,14912631,17074594,19668066,22763414,26210558
Cameroon,CMR,Urban population,SP.URB.TOTL,6791510,8288179,10140658,12423816,15086797
Cameroon,CMR,Urban population growth (annual %),SP.URB.GROW,3.95452650790831,4.00160556199874,4.03801500832461,4.24847819886031,3.75830403082583
Cameroon,CMR,Urban population (% of total population),SP.URB.TOTL.IN.ZS,45.542,48.541,51.559,54.578,57.56
Cameroon,CMR,Rural population (% of total population),SP.RUR.TOTL.ZS,54.458,51.459,48.441,45.422,42.44
Cameroon,CMR,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,50.3578610642213,50.256615179254,50.1915414463455,50.1613707785058,50.1554316334879
Cameroon,CMR,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,49.6421389357787,49.743384820746,49.8084585536545,49.8386292214942,49.8445683665121
Cameroon,CMR,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,65.3638,..,49.01779,..,32.67179
Cameroon,CMR,"Population, male",SP.POP.TOTL.MA.IN,7402949,8493481,9796361,11344974,13064540
Cameroon,CMR,"Population, female",SP.POP.TOTL.FE.IN,7509682,8581113,9871705,11418440,13146018
Cameroon,CMR,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,1.53156295867964,1.35714195904053,0.688187082777645,0.309791677780538,0.705572037621721
Cameroon,CMR,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,1.22719012976132,2.01353950175986,1.27538046242338,2.676235314199,2.43760882182236
Cameroon,CMR,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,..
Cameroon,CMR,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..
Cameroon,CMR,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..
Cameroon,CMR,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,..,..
Cameroon,CMR,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..,..,..
Cameroon,CMR,"Unemployment with basic education, male (% of male labor force with basic education)",SL.UEM.BASC.MA.ZS,..,..,..,..,..
Cameroon,CMR,"Unemployment, total (% of total labor force) (national estimate)",SL.UEM.TOTL.NE.ZS,..,4.4,4.11,..,..
Cameroon,CMR,Unemployment with intermediate education (% of total labor force with intermediate education),SL.UEM.INTM.ZS,..,..,..,..,..
Cameroon,CMR,"Unemployment with intermediate education, female (% of female labor force with intermediate education)",SL.UEM.INTM.FE.ZS,..,..,..,..,..
Cameroon,CMR,"Unemployment, female (% of female labor force) (modeled ILO estimate)",SL.UEM.TOTL.FE.ZS,6.626,4.607,4.903,4.035,4.372
Cameroon,CMR,"Unemployment with intermediate education, male (% of male labor force with intermediate education)",SL.UEM.INTM.MA.ZS,..,..,..,..,..
Cameroon,CMR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.536,4.4,4.11,3.518,3.87
Cameroon,CMR,"Unemployment, female (% of female labor force) (national estimate)",SL.UEM.TOTL.FE.NE.ZS,..,4.6,4.88,..,..
Cameroon,CMR,"Unemployment, male (% of male labor force) (modeled ILO estimate)",SL.UEM.TOTL.MA.ZS,8.386,4.206,3.416,3.068,3.468
Cameroon,CMR,"Unemployment, male (% of male labor force) (national estimate)",SL.UEM.TOTL.MA.NE.ZS,..,4.2,3.4,..,..
Central African Republic,CAF,GDP (current US$),NY.GDP.MKTP.CD,916777282.691659,1337894378.73743,2142591540.40068,1695825714.19282,2326720900.38047
Central African Republic,CAF,GDP per capita (current US$),NY.GDP.PCAP.CD,239.154133726071,311.950023138687,476.873786950728,366.322853938121,462.879071294011
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.48943244028874,0.908210514871953,4.63081843223307,4.33712103020231,0.899999996857062
Central African Republic,CAF,Rural population,SP.RUR.TOTL,2390557,2656103,2745040,2764769,2905492
Central African Republic,CAF,Rural population growth (annual %),SP.RUR.TOTL.ZG,2.61818678854202,2.09724828372719,-1.14235874233483,-0.398370804001235,0.905518277441907
Central African Republic,CAF,"Population, total",SP.POP.TOTL,3833416,4288810,4492995,4629320,5026628
Central African Republic,CAF,Urban population,SP.URB.TOTL,1442859,1632707,1747955,1864551,2121136
Central African Republic,CAF,Urban population growth (annual %),SP.URB.GROW,2.9675868348784,2.5343768040528,-0.257911755958879,0.9253478271202,2.66269136345563
Central African Republic,CAF,Urban population (% of total population),SP.URB.TOTL.IN.ZS,37.639,38.069,38.904,40.277,42.198
Central African Republic,CAF,Rural population (% of total population),SP.RUR.TOTL.ZS,62.361,61.931,61.096,59.723,57.802
Central African Republic,CAF,"Population, female (% of total population)",SP.POP.TOTL.FE.ZS,49.7421881684638,49.7952578920493,50.8373922433939,51.008646840433,51.3624140552247
Central African Republic,CAF,"Population, male (% of total population)",SP.POP.TOTL.MA.ZS,50.2578118315361,50.2047421079507,49.1626077566061,48.991353159567,48.6375859447753
Central African Republic,CAF,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,85.96516,..,71.75511,..,68.9131
Central African Republic,CAF,"Population, male",SP.POP.TOTL.MA.IN,1926591,2153186,2208874,2267967,2444831
Central African Republic,CAF,"Population, female",SP.POP.TOTL.FE.IN,1906825,2135624,2284121,2361353,2581797
Central African Republic,CAF,"Inflation, GDP deflator (annual %)",NY.GDP.DEFL.KD.ZG,8.5066010783456,4.18843708159385,4.21130931097511,2.70826310785282,1.98216055627785
Central African Republic,CAF,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,3.20340091563112,2.88352073359022,1.49102370047802,1.40297017136816,1.71015659523153
Central African Republic,CAF,"Unemployment with advanced education, female (% of female labor force with advanced education)",SL.UEM.ADVN.FE.ZS,..,..,..,..,..
Central African Republic,CAF,Unemployment with basic education (% of total labor force with basic education),SL.UEM.BASC.ZS,..,..,..,..,..
Central African Republic,CAF,Unemployment with advanced education (% of total labor force with advanced education),SL.UEM.ADVN.ZS,..,..,..,..,..
Central African Republic,CAF,"Unemployment with advanced education, male (% of male labor force with advanced education)",SL.UEM.ADVN.MA.ZS,..,..,..,..,..
Central African Republic,CAF,"Unemployment with basic education, female (% of female labor force with basic education)",SL.UEM.BASC.FE.ZS,..,..,..,..,..
